Index,Chemical,Count
Apr-09,Total phosphorus,1
Apr-09,Water temperature,0
May-09,Ammonium,0
May-09,Anionic active surfactants,0
May-09,Bicarbonates,0
May-09,Biochemical Oxygen,0
May-09,Calcium,0
May-09,Chemical Oxygen Demand (Cr),1
May-09,Chemical Oxygen Demand (Mn),1
May-09,Chlorides,0
May-09,Chromium,1
May-09,Dissolved oxygen,0
May-09,Dissolved silicates,0
May-09,Magnesium,0
May-09,Nitrates,0
May-09,Nitrites,0
May-09,Organic nitrogen,2
May-09,Orthophosphate-phosphorus,0
May-09,Oxygen saturation,1
May-09,Sodium,0
May-09,Sulphates,0
May-09,Total coliforms,0
May-09,Total dissolved salts,0
May-09,Total nitrogen,1
May-09,Total phosphorus,1
May-09,Water temperature,0
Jun-09,Ammonium,0
Jun-09,Bicarbonates,0
Jun-09,Biochemical Oxygen,0
Jun-09,Calcium,0
Jun-09,Chemical Oxygen Demand (Cr),1
Jun-09,Chemical Oxygen Demand (Mn),0
Jun-09,Chlorides,0
Jun-09,Chromium,1
Jun-09,Dissolved oxygen,0
Jun-09,Dissolved silicates,1
Jun-09,Magnesium,0
Jun-09,Nitrates,0
Jun-09,Nitrites,0
Jun-09,Organic nitrogen,2
Jun-09,Orthophosphate-phosphorus,1
Jun-09,Oxygen saturation,1
Jun-09,Sodium,1
Jun-09,Sulphates,0
Jun-09,Total coliforms,1
Jun-09,Total dissolved salts,0
Jun-09,Total nitrogen,1
Jun-09,Total phosphorus,1
Jun-09,Water temperature,0
Jul-09,Ammonium,0
Jul-09,Anionic active surfactants,0
Jul-09,Bicarbonates,0
Jul-09,Biochemical Oxygen,0
Jul-09,Calcium,0
Jul-09,Chemical Oxygen Demand (Cr),1
Jul-09,Chemical Oxygen Demand (Mn),0
Jul-09,Chlorides,0
Jul-09,Chromium,1
Jul-09,Dissolved oxygen,0
Jul-09,Dissolved silicates,0
Jul-09,Magnesium,0
Jul-09,Nitrates,0
Jul-09,Nitrites,0
Jul-09,Organic nitrogen,2
Jul-09,Orthophosphate-phosphorus,0
Jul-09,Oxygen saturation,1
Jul-09,Sodium,0
Jul-09,Sulphates,0
Jul-09,Total coliforms,1
Jul-09,Total dissolved salts,0
Jul-09,Total nitrogen,1
Jul-09,Total phosphorus,1
Jul-09,Water temperature,0
Aug-09,Ammonium,0
Aug-09,Bicarbonates,0
Aug-09,Biochemical Oxygen,0
Aug-09,Calcium,0
Aug-09,Chemical Oxygen Demand (Cr),1
Aug-09,Chemical Oxygen Demand (Mn),0
Aug-09,Chlorides,0
Aug-09,Chromium,1
Aug-09,Dissolved oxygen,0
Aug-09,Dissolved silicates,0
Aug-09,Magnesium,0
Aug-09,Nitrates,0
Aug-09,Nitrites,0
Aug-09,Organic nitrogen,2
Aug-09,Orthophosphate-phosphorus,0
Aug-09,Oxygen saturation,1
Aug-09,Sodium,0
Aug-09,Total coliforms,1
Aug-09,Total dissolved salts,0
Aug-09,Total nitrogen,1
Aug-09,Total phosphorus,1
Aug-09,Water temperature,0
Sep-09,Ammonium,0
Sep-09,Anionic active surfactants,0
Sep-09,Bicarbonates,0
Sep-09,Biochemical Oxygen,0
Sep-09,Cadmium,0
Sep-09,Calcium,0
Sep-09,Chemical Oxygen Demand (Cr),1
Sep-09,Chemical Oxygen Demand (Mn),0
Sep-09,Chlorides,0
Sep-09,Chromium,1
Sep-09,Copper,0
Sep-09,Dissolved oxygen,0
Sep-09,Dissolved silicates,0
Sep-09,Iron,1
Sep-09,Lead,1
Sep-09,Magnesium,0
Sep-09,Manganese,0
Sep-09,Nickel,0
Sep-09,Nitrates,0
Sep-09,Nitrites,0
Sep-09,Orthophosphate-phosphorus,1
Sep-09,Oxygen saturation,1
Sep-09,Sodium,0
Sep-09,Sulphates,0
Sep-09,Total coliforms,1
Sep-09,Total dissolved salts,0
Sep-09,Total phosphorus,1
Sep-09,Water temperature,0
Sep-09,Zinc,1
Oct-09,Ammonium,0
Oct-09,Dissolved silicates,0
Oct-09,Nitrates,0
Oct-09,Nitrites,0
Oct-09,Orthophosphate-phosphorus,0
Oct-09,Total phosphorus,1
Nov-09,Ammonium,0
Nov-09,Anionic active surfactants,0
Nov-09,Bicarbonates,0
Nov-09,Biochemical Oxygen,0
Nov-09,Calcium,0
Nov-09,Chemical Oxygen Demand (Cr),1
Nov-09,Chemical Oxygen Demand (Mn),0
Nov-09,Chlorides,0
Nov-09,Chromium,1
Nov-09,Dissolved oxygen,0
Nov-09,Dissolved silicates,0
Nov-09,Magnesium,0
Nov-09,Nitrates,0
Nov-09,Nitrites,0
Nov-09,Orthophosphate-phosphorus,1
Nov-09,Oxygen saturation,1
Nov-09,Sodium,0
Nov-09,Sulphates,0
Nov-09,Total coliforms,1
Nov-09,Total dissolved salts,0
Nov-09,Total phosphorus,1
Nov-09,Water temperature,0
Dec-09,Ammonium,0
Dec-09,Anionic active surfactants,0
Dec-09,Bicarbonates,0
Dec-09,Biochemical Oxygen,0
Dec-09,Calcium,0
Dec-09,Chemical Oxygen Demand (Cr),1
Dec-09,Chemical Oxygen Demand (Mn),0
Dec-09,Chlorides,0
Dec-09,Chromium,1
Dec-09,Dissolved oxygen,0
Dec-09,Magnesium,0
Dec-09,Nitrates,0
Dec-09,Nitrites,0
Dec-09,Organic nitrogen,2
Dec-09,Orthophosphate-phosphorus,1
Dec-09,Oxygen saturation,1
Dec-09,Sodium,0
Dec-09,Sulphates,0
Dec-09,Total coliforms,0
Dec-09,Total dissolved salts,0
Dec-09,Total nitrogen,1
Dec-09,Total phosphorus,1
Dec-09,Water temperature,0
Jan-10,Ammonium,1
Jan-10,Anionic active surfactants,0
Jan-10,Biochemical Oxygen,0
Jan-10,Cadmium,1
Jan-10,Calcium,0
Jan-10,Chemical Oxygen Demand (Cr),1
Jan-10,Chemical Oxygen Demand (Mn),0
Jan-10,Chlorides,0
Jan-10,Chromium,1
Jan-10,Copper,0
Jan-10,Cyanides,0
Jan-10,Dissolved oxygen,0
Jan-10,Dissolved silicates,0
Jan-10,Inorganic nitrogen,1
Jan-10,Iron,1
Jan-10,Magnesium,0
Jan-10,Manganese,2
Jan-10,Nickel,0
Jan-10,Nitrates,0
Jan-10,Nitrites,0
Jan-10,Orthophosphate-phosphorus,1
Jan-10,Sulphates,0
Jan-10,Total dissolved salts,0
Jan-10,Total nitrogen,1
Jan-10,Total phosphorus,1
Jan-10,Water temperature,0
Jan-10,Zinc,1
Feb-10,Ammonium,1
Feb-10,Biochemical Oxygen,0
Feb-10,Calcium,0
Feb-10,Chemical Oxygen Demand (Cr),1
Feb-10,Chemical Oxygen Demand (Mn),0
Feb-10,Chlorides,0
Feb-10,Chromium,1
Feb-10,Copper,1
Feb-10,Cyanides,0
Feb-10,Dissolved oxygen,0
Feb-10,Dissolved silicates,1
Feb-10,Inorganic nitrogen,1
Feb-10,Iron,1
Feb-10,Magnesium,0
Feb-10,Manganese,2
Feb-10,Nickel,0
Feb-10,Nitrates,0
Feb-10,Nitrites,0
Feb-10,Orthophosphate-phosphorus,0
Feb-10,Sulphates,0
Feb-10,Total dissolved salts,0
Feb-10,Total nitrogen,1
Feb-10,Total phosphorus,1
Feb-10,Water temperature,0
Feb-10,Zinc,1
Mar-10,Ammonium,1
Mar-10,Biochemical Oxygen,0
Mar-10,Calcium,0
Mar-10,Chemical Oxygen Demand (Cr),1
Mar-10,Chemical Oxygen Demand (Mn),0
Mar-10,Chlorides,0
Mar-10,Chromium,1
Mar-10,Copper,1
Mar-10,Cyanides,0
Mar-10,Dissolved oxygen,0
Mar-10,Dissolved silicates,1
Mar-10,Inorganic nitrogen,1
Mar-10,Iron,1
Mar-10,Lead,1
Mar-10,Magnesium,0
Mar-10,Manganese,0
Mar-10,Nitrates,0
Mar-10,Nitrites,0
Mar-10,Orthophosphate-phosphorus,0
Mar-10,Sulphates,0
Mar-10,Total dissolved salts,0
Mar-10,Total nitrogen,1
Mar-10,Total phosphorus,1
Mar-10,Water temperature,0
Mar-10,Zinc,1
Apr-10,Ammonium,1
Apr-10,Anionic active surfactants,0
Apr-10,Biochemical Oxygen,0
Apr-10,Calcium,0
Apr-10,Chemical Oxygen Demand (Cr),0
Apr-10,Chemical Oxygen Demand (Mn),0
Apr-10,Chlorides,0
Apr-10,Chromium,1
Apr-10,Copper,0
Apr-10,Cyanides,0
Apr-10,Dissolved oxygen,0
Apr-10,Dissolved silicates,1
Apr-10,Inorganic nitrogen,1
Apr-10,Iron,1
Apr-10,Magnesium,0
Apr-10,Nickel,0
Apr-10,Nitrates,0
Apr-10,Nitrites,0
Apr-10,Orthophosphate-phosphorus,1
Apr-10,Sulphates,0
Apr-10,Total dissolved salts,0
Apr-10,Total nitrogen,1
Apr-10,Total phosphorus,1
Apr-10,Water temperature,0
Apr-10,Zinc,0
May-10,Ammonium,0
May-10,Biochemical Oxygen,0
May-10,Calcium,0
May-10,Chemical Oxygen Demand (Cr),1
May-10,Chemical Oxygen Demand (Mn),0
May-10,Chlorides,0
May-10,Chromium,1
May-10,Copper,0
May-10,Cyanides,0
May-10,Dissolved oxygen,0
May-10,Dissolved silicates,1
May-10,Inorganic nitrogen,1
May-10,Iron,1
May-10,Magnesium,0
May-10,Nickel,0
May-10,Nitrates,0
May-10,Nitrites,0
May-10,Orthophosphate-phosphorus,0
May-10,Sulphates,0
May-10,Total dissolved salts,0
May-10,Total nitrogen,1
May-10,Total phosphorus,1
May-10,Water temperature,0
May-10,Zinc,1
Jun-10,Ammonium,0
Jun-10,Biochemical Oxygen,0
Jun-10,Calcium,0
Jun-10,Chemical Oxygen Demand (Cr),1
Jun-10,Chemical Oxygen Demand (Mn),1
Jun-10,Chlorides,0
Jun-10,Chromium,1
Jun-10,Copper,0
Jun-10,Dissolved oxygen,0
Jun-10,Dissolved silicates,0
Jun-10,Inorganic nitrogen,1
Jun-10,Iron,0
Jun-10,Magnesium,0
Jun-10,Manganese,0
Jun-10,Nickel,0
Jun-10,Nitrates,0
Jun-10,Nitrites,0
Jun-10,Orthophosphate-phosphorus,1
Jun-10,Sulphates,0
Jun-10,Total dissolved salts,0
Jun-10,Total nitrogen,1
Jun-10,Total phosphorus,1
Jun-10,Water temperature,0
Jun-10,Zinc,1
Jul-10,Ammonium,0
Jul-10,Anionic active surfactants,0
Jul-10,Biochemical Oxygen,0
Jul-10,Calcium,0
Jul-10,Chemical Oxygen Demand (Cr),1
Jul-10,Chemical Oxygen Demand (Mn),0
Jul-10,Chlorides,0
Jul-10,Cyanides,0
Jul-10,Dissolved oxygen,0
Jul-10,Dissolved silicates,0
Jul-10,Inorganic nitrogen,1
Jul-10,Magnesium,0
Jul-10,Nitrates,0
Jul-10,Nitrites,0
Jul-10,Orthophosphate-phosphorus,0
Jul-10,Sulphates,0
Jul-10,Total dissolved salts,0
Jul-10,Total nitrogen,1
Jul-10,Total phosphorus,1
Jul-10,Water temperature,0
Aug-10,Ammonium,0
Aug-10,Anionic active surfactants,0
Aug-10,Biochemical Oxygen,0
Aug-10,Calcium,0
Aug-10,Chemical Oxygen Demand (Cr),1
Aug-10,Chemical Oxygen Demand (Mn),0
Aug-10,Chlorides,0
Aug-10,Chromium,1
Aug-10,Copper,0
Aug-10,Cyanides,0
Aug-10,Dissolved oxygen,0
Aug-10,Inorganic nitrogen,1
Aug-10,Iron,0
Aug-10,Lead,1
Aug-10,Magnesium,0
Aug-10,Manganese,2
Aug-10,Nickel,0
Aug-10,Nitrates,0
Aug-10,Nitrites,0
Aug-10,Orthophosphate-phosphorus,1
Aug-10,Sulphates,0
Aug-10,Total dissolved salts,1
Aug-10,Total phosphorus,1
Aug-10,Water temperature,0
Aug-10,Zinc,1
Sep-10,Ammonium,0
Sep-10,Anionic active surfactants,0
Sep-10,Biochemical Oxygen,0
Sep-10,Calcium,0
Sep-10,Chemical Oxygen Demand (Cr),1
Sep-10,Chemical Oxygen Demand (Mn),0
Sep-10,Chlorides,0
Sep-10,Chromium,1
Sep-10,Copper,0
Sep-10,Cyanides,0
Sep-10,Dissolved oxygen,0
Sep-10,Dissolved silicates,0
Sep-10,Inorganic nitrogen,1
Sep-10,Iron,1
Sep-10,Magnesium,0
Sep-10,Manganese,1
Sep-10,Nickel,0
Sep-10,Nitrates,0
Sep-10,Nitrites,0
Sep-10,Orthophosphate-phosphorus,1
Sep-10,Sulphates,0
Sep-10,Total dissolved salts,0
Sep-10,Total nitrogen,1
Sep-10,Total phosphorus,1
Sep-10,Water temperature,0
Sep-10,Zinc,1
Oct-10,Ammonium,0
Oct-10,Anionic active surfactants,0
Oct-10,Biochemical Oxygen,0
Oct-10,Calcium,0
Oct-10,Chemical Oxygen Demand (Cr),1
Oct-10,Chemical Oxygen Demand (Mn),0
Oct-10,Chlorides,0
Oct-10,Chromium,1
Oct-10,Cyanides,0
Oct-10,Dissolved oxygen,0
Oct-10,Inorganic nitrogen,1
Oct-10,Magnesium,0
Oct-10,Nitrates,0
Oct-10,Nitrites,0
Oct-10,Orthophosphate-phosphorus,1
Oct-10,Sulphates,0
Oct-10,Total dissolved salts,0
Oct-10,Total phosphorus,1
Oct-10,Water temperature,0
Nov-10,Ammonium,0
Nov-10,Anionic active surfactants,0
Nov-10,Biochemical Oxygen,0
Nov-10,Calcium,0
Nov-10,Chemical Oxygen Demand (Cr),0
Nov-10,Chemical Oxygen Demand (Mn),0
Nov-10,Chlorides,0
Nov-10,Chromium,1
Nov-10,Dissolved oxygen,0
Nov-10,Inorganic nitrogen,1
Nov-10,Magnesium,0
Nov-10,Nitrates,0
Nov-10,Nitrites,0
Nov-10,Orthophosphate-phosphorus,0
Nov-10,Sulphates,0
Nov-10,Total dissolved salts,1
Nov-10,Total phosphorus,1
Nov-10,Water temperature,0
Dec-10,Ammonium,0
Dec-10,Anionic active surfactants,0
Dec-10,Biochemical Oxygen,0
Dec-10,Calcium,0
Dec-10,Chemical Oxygen Demand (Cr),1
Dec-10,Chemical Oxygen Demand (Mn),0
Dec-10,Chlorides,0
Dec-10,Chromium,0
Dec-10,Cyanides,0
Dec-10,Dissolved oxygen,0
Dec-10,Inorganic nitrogen,1
Dec-10,Lead,1
Dec-10,Magnesium,0
Dec-10,Nitrates,0
Dec-10,Nitrites,0
Dec-10,Orthophosphate-phosphorus,1
Dec-10,Sulphates,0
Dec-10,Total dissolved salts,0
Dec-10,Total phosphorus,1
Dec-10,Water temperature,0
Jan-11,Ammonium,1
Jan-11,Anionic active surfactants,0
Jan-11,Bicarbonates,0
Jan-11,Biochemical Oxygen,0
Jan-11,Cadmium,0
Jan-11,Calcium,0
Jan-11,Chemical Oxygen Demand (Cr),1
Jan-11,Chemical Oxygen Demand (Mn),0
Jan-11,Chlorides,0
Jan-11,Chromium,1
Jan-11,Copper,0
Jan-11,Cyanides,0
Jan-11,Dissolved oxygen,0
Jan-11,Iron,0
Jan-11,Lead,1
Jan-11,Manganese,1
Jan-11,Nickel,0
Jan-11,Nitrates,0
Jan-11,Nitrites,0
Jan-11,Orthophosphate-phosphorus,0
Jan-11,Oxygen saturation,1
Jan-11,Sulphates,0
Jan-11,Total coliforms,0
Jan-11,Total dissolved salts,1
Jan-11,Total phosphorus,1
Jan-11,Water temperature,0
Feb-11,Ammonium,1
Feb-11,Anionic active surfactants,0
Feb-11,Bicarbonates,0
Feb-11,Biochemical Oxygen,0
Feb-11,Cadmium,0
Feb-11,Calcium,0
Feb-11,Chemical Oxygen Demand (Cr),0
Feb-11,Chemical Oxygen Demand (Mn),0
Feb-11,Chlorides,0
Feb-11,Chromium,1
Feb-11,Copper,0
Feb-11,Cyanides,0
Feb-11,Dissolved oxygen,0
Feb-11,Iron,0
Feb-11,Lead,1
Feb-11,Magnesium,0
Feb-11,Manganese,1
Feb-11,Nickel,0
Feb-11,Nitrates,0
Feb-11,Nitrites,0
Feb-11,Orthophosphate-phosphorus,1
Feb-11,Oxygen saturation,1
Feb-11,Sulphates,0
Feb-11,Total coliforms,0
Feb-11,Total dissolved salts,0
Feb-11,Total phosphorus,1
Feb-11,Water temperature,0
Mar-11,Ammonium,0
Mar-11,Anionic active surfactants,0
Mar-11,Bicarbonates,0
Mar-11,Biochemical Oxygen,0
Mar-11,Calcium,0
Mar-11,Chemical Oxygen Demand (Cr),1
Mar-11,Chemical Oxygen Demand (Mn),0
Mar-11,Chlorides,0
Mar-11,Chromium,1
Mar-11,Cyanides,0
Mar-11,Dissolved oxygen,0
Mar-11,Magnesium,0
Mar-11,Nitrates,0
Mar-11,Nitrites,0
Mar-11,Orthophosphate-phosphorus,1
Mar-11,Oxygen saturation,1
Mar-11,Sulphates,0
Mar-11,Total coliforms,0
Mar-11,Total dissolved salts,0
Mar-11,Total phosphorus,1
Mar-11,Water temperature,0
Apr-11,Ammonium,0
Apr-11,Anionic active surfactants,0
Apr-11,Arsenic,0
Apr-11,Bicarbonates,0
Apr-11,Biochemical Oxygen,0
Apr-11,Cadmium,0
Apr-11,Calcium,0
Apr-11,Chemical Oxygen Demand (Cr),1
Apr-11,Chemical Oxygen Demand (Mn),0
Apr-11,Chlorides,0
Apr-11,Copper,0
Apr-11,Cyanides,0
Apr-11,Dissolved oxygen,0
Apr-11,Iron,1
Apr-11,Lead,1
Apr-11,Macrozoobenthos,0
Apr-11,Magnesium,0
Apr-11,Manganese,1
Apr-11,Nickel,0
Apr-11,Nitrates,0
Apr-11,Nitrites,0
Apr-11,Orthophosphate-phosphorus,1
Apr-11,Oxygen saturation,1
Apr-11,Sulphates,0
Apr-11,Total coliforms,0
Apr-11,Total dissolved salts,0
Apr-11,Total phosphorus,1
Apr-11,Water temperature,0
Apr-11,Zinc,1
May-11,Ammonium,0
May-11,Anionic active surfactants,0
May-11,Arsenic,0
May-11,Biochemical Oxygen,0
May-11,Cadmium,1
May-11,Calcium,0
May-11,Chemical Oxygen Demand (Cr),0
May-11,Chemical Oxygen Demand (Mn),0
May-11,Chlorides,0
May-11,Chromium,1
May-11,Copper,0
May-11,Cyanides,0
May-11,Dissolved oxygen,0
May-11,Iron,1
May-11,Lead,1
May-11,Macrozoobenthos,0
May-11,Magnesium,0
May-11,Manganese,1
May-11,Nickel,0
May-11,Nitrates,0
May-11,Nitrites,0
May-11,Orthophosphate-phosphorus,0
May-11,Oxygen saturation,1
May-11,Sulphates,0
May-11,Total coliforms,0
May-11,Total dissolved salts,0
May-11,Total phosphorus,1
May-11,Water temperature,0
May-11,Zinc,1
Jun-11,Ammonium,0
Jun-11,Anionic active surfactants,0
Jun-11,Arsenic,0
Jun-11,Bicarbonates,0
Jun-11,Biochemical Oxygen,0
Jun-11,Cadmium,1
Jun-11,Calcium,0
Jun-11,Chemical Oxygen Demand (Cr),0
Jun-11,Chemical Oxygen Demand (Mn),0
Jun-11,Chlorides,0
Jun-11,Chromium,1
Jun-11,Copper,0
Jun-11,Cyanides,0
Jun-11,Dissolved oxygen,0
Jun-11,Iron,0
Jun-11,Lead,1
Jun-11,Macrozoobenthos,0
Jun-11,Magnesium,0
Jun-11,Manganese,0
Jun-11,Nickel,0
Jun-11,Nitrates,0
Jun-11,Nitrites,0
Jun-11,Orthophosphate-phosphorus,1
Jun-11,Oxygen saturation,1
Jun-11,Sulphates,0
Jun-11,Total coliforms,0
Jun-11,Total dissolved salts,0
Jun-11,Total phosphorus,1
Jun-11,Water temperature,0
Jun-11,Zinc,1
Jul-11,Ammonium,0
Jul-11,Anionic active surfactants,0
Jul-11,Biochemical Oxygen,0
Jul-11,Calcium,0
Jul-11,Chemical Oxygen Demand (Cr),0
Jul-11,Chemical Oxygen Demand (Mn),0
Jul-11,Chlorides,0
Jul-11,Chromium,1
Jul-11,Cyanides,0
Jul-11,Dissolved oxygen,0
Jul-11,Macrozoobenthos,0
Jul-11,Magnesium,0
Jul-11,Nitrates,0
Jul-11,Nitrites,0
Jul-11,Orthophosphate-phosphorus,0
Jul-11,Oxygen saturation,1
Jul-11,Sulphates,0
Jul-11,Total coliforms,0
Jul-11,Total dissolved salts,0
Jul-11,Total phosphorus,1
Jul-11,Water temperature,0
Aug-11,Ammonium,0
Aug-11,Anionic active surfactants,0
Aug-11,Bicarbonates,0
Aug-11,Biochemical Oxygen,0
Aug-11,Calcium,0
Aug-11,Chemical Oxygen Demand (Cr),1
Aug-11,Chemical Oxygen Demand (Mn),0
Aug-11,Chlorides,0
Aug-11,Chromium,1
Aug-11,Cyanides,0
Aug-11,Dissolved oxygen,0
Aug-11,Macrozoobenthos,0
Aug-11,Magnesium,0
Aug-11,Nitrates,0
Aug-11,Nitrites,0
Aug-11,Orthophosphate-phosphorus,1
Aug-11,Oxygen saturation,1
Aug-11,Sulphates,0
Aug-11,Total coliforms,0
Aug-11,Total dissolved salts,0
Aug-11,Total phosphorus,1
Aug-11,Water temperature,0
Sep-11,Ammonium,0
Sep-11,Anionic active surfactants,0
Sep-11,Bicarbonates,0
Sep-11,Biochemical Oxygen,0
Sep-11,Calcium,0
Sep-11,Chemical Oxygen Demand (Cr),1
Sep-11,Chemical Oxygen Demand (Mn),0
Sep-11,Chlorides,0
Sep-11,Chromium,1
Sep-11,Cyanides,0
Sep-11,Dissolved oxygen,0
Sep-11,Macrozoobenthos,0
Sep-11,Magnesium,0
Sep-11,Nitrates,0
Sep-11,Nitrites,0
Sep-11,Orthophosphate-phosphorus,0
Sep-11,Oxygen saturation,1
Sep-11,Sulphates,0
Sep-11,Total coliforms,0
Sep-11,Total dissolved salts,0
Sep-11,Total phosphorus,1
Sep-11,Water temperature,0
Oct-11,Ammonium,0
Oct-11,Bicarbonates,0
Oct-11,Biochemical Oxygen,0
Oct-11,Calcium,0
Oct-11,Chemical Oxygen Demand (Cr),1
Oct-11,Chemical Oxygen Demand (Mn),0
Oct-11,Chromium,1
Oct-11,Cyanides,0
Oct-11,Dissolved oxygen,0
Oct-11,Nitrates,0
Oct-11,Nitrites,0
Oct-11,Orthophosphate-phosphorus,1
Oct-11,Oxygen saturation,1
Oct-11,Sulphates,0
Oct-11,Total coliforms,1
Oct-11,Total dissolved salts,0
Oct-11,Total phosphorus,1
Oct-11,Water temperature,0
Nov-11,Ammonium,0
Nov-11,Anionic active surfactants,0
Nov-11,Bicarbonates,0
Nov-11,Calcium,0
Nov-11,Chemical Oxygen Demand (Cr),0
Nov-11,Chemical Oxygen Demand (Mn),0
Nov-11,Chlorides,0
Nov-11,Chromium,1
Nov-11,Cyanides,0
Nov-11,Dissolved oxygen,0
Nov-11,Magnesium,0
Nov-11,Nitrates,0
Nov-11,Nitrites,0
Nov-11,Orthophosphate-phosphorus,1
Nov-11,Oxygen saturation,1
Nov-11,Sulphates,0
Nov-11,Total coliforms,1
Nov-11,Total dissolved salts,0
Nov-11,Total phosphorus,1
Nov-11,Water temperature,0
Dec-11,Ammonium,0
Dec-11,Anionic active surfactants,0
Dec-11,Bicarbonates,0
Dec-11,Biochemical Oxygen,0
Dec-11,Calcium,0
Dec-11,Chemical Oxygen Demand (Cr),0
Dec-11,Chemical Oxygen Demand (Mn),0
Dec-11,Chlorides,0
Dec-11,Chromium,1
Dec-11,Cyanides,0
Dec-11,Dissolved oxygen,0
Dec-11,Magnesium,0
Dec-11,Nitrates,0
Dec-11,Nitrites,0
Dec-11,Orthophosphate-phosphorus,1
Dec-11,Oxygen saturation,1
Dec-11,Sulphates,0
Dec-11,Total coliforms,1
Dec-11,Total dissolved salts,0
Dec-11,Total phosphorus,1
Dec-11,Water temperature,0
Jan-12,Ammonium,1
Jan-12,Anionic active surfactants,0
Jan-12,Atrazine,0
Jan-12,Biochemical Oxygen,0
Jan-12,Cadmium,0
Jan-12,Calcium,0
Jan-12,Chemical Oxygen Demand (Cr),0
Jan-12,Chemical Oxygen Demand (Mn),0
Jan-12,Chlorides,0
Jan-12,Chromium,1
Jan-12,Copper,0
Jan-12,Cyanides,0
Jan-12,Dissolved oxygen,0
Jan-12,Iron,0
Jan-12,Lead,0
Jan-12,Magnesium,0
Jan-12,Manganese,0
Jan-12,Nickel,0
Jan-12,Nitrates,0
Jan-12,Nitrites,0
Jan-12,Orthophosphate-phosphorus,0
Jan-12,Sulphates,0
Jan-12,Total dissolved salts,0
Jan-12,Total phosphorus,1
Jan-12,Water temperature,0
Jan-12,Zinc,0
Jan-12,gamma-Hexachlorocyclohexane,0
Jan-12,"p,p-DDT",0
Feb-12,Ammonium,1
Feb-12,Anionic active surfactants,0
Feb-12,Atrazine,0
Feb-12,Biochemical Oxygen,0
Feb-12,Cadmium,0
Feb-12,Calcium,0
Feb-12,Chemical Oxygen Demand (Cr),1
Feb-12,Chemical Oxygen Demand (Mn),0
Feb-12,Chlorides,0
Feb-12,Chromium,1
Feb-12,Copper,0
Feb-12,Cyanides,0
Feb-12,Dissolved oxygen,0
