Index,Chemical,Count
Jan-99,Macrozoobenthos,0
Jan-99,Magnesium,0
Jan-99,Manganese,0
Jan-99,Nitrates,0
Jan-99,Nitrites,0
Jan-99,Orthophosphate-phosphorus,1
Jan-99,Potassium,0
Jan-99,Sodium,0
Jan-99,Sulphates,0
Jan-99,Total coliforms,0
Jan-99,Total extractable matter,0
Jan-99,Total phosphorus,1
Jan-99,Water temperature,0
Jan-99,Zinc,0
Jan-99,gamma-Hexachlorocyclohexane,0
Jan-99,"p,p-DDT",0
Feb-99,Ammonium,1
Feb-99,Anionic active surfactants,0
Feb-99,Bicarbonates,0
Feb-99,Biochemical Oxygen,0
Feb-99,Cadmium,1
Feb-99,Calcium,0
Feb-99,Chemical Oxygen Demand (Cr),1
Feb-99,Chemical Oxygen Demand (Mn),0
Feb-99,Chlorides,0
Feb-99,Chromium,1
Feb-99,Copper,1
Feb-99,Dissolved oxygen,0
Feb-99,Fecal coliforms,0
Feb-99,Fecal streptococci,0
Feb-99,Iron,1
Feb-99,Macrozoobenthos,0
Feb-99,Magnesium,0
Feb-99,Manganese,1
Feb-99,Nitrates,0
Feb-99,Nitrites,0
Feb-99,Orthophosphate-phosphorus,1
Feb-99,Potassium,0
Feb-99,Sodium,0
Feb-99,Sulphates,0
Feb-99,Total coliforms,0
Feb-99,Total phosphorus,1
Feb-99,Water temperature,0
Feb-99,Zinc,0
Feb-99,gamma-Hexachlorocyclohexane,0
Feb-99,"p,p-DDT",0
Mar-99,Ammonium,1
Mar-99,Anionic active surfactants,0
Mar-99,Bicarbonates,0
Mar-99,Biochemical Oxygen,0
Mar-99,Cadmium,0
Mar-99,Calcium,0
Mar-99,Chemical Oxygen Demand (Cr),1
Mar-99,Chemical Oxygen Demand (Mn),0
Mar-99,Chlorides,0
Mar-99,Chromium,0
Mar-99,Copper,1
Mar-99,Dissolved oxygen,0
Mar-99,Fecal streptococci,0
Mar-99,Iron,1
Mar-99,Lead,1
Mar-99,Macrozoobenthos,0
Mar-99,Magnesium,0
Mar-99,Manganese,0
Mar-99,Nitrates,0
Mar-99,Nitrites,0
Mar-99,Orthophosphate-phosphorus,0
Mar-99,Potassium,0
Mar-99,Sodium,0
Mar-99,Sulphates,0
Mar-99,Total coliforms,0
Mar-99,Total phosphorus,0
Mar-99,Water temperature,0
Mar-99,Zinc,0
Mar-99,gamma-Hexachlorocyclohexane,0
Mar-99,"p,p-DDT",0
Apr-99,Ammonium,1
Apr-99,Biochemical Oxygen,0
Apr-99,Cadmium,0
Apr-99,Calcium,0
Apr-99,Chemical Oxygen Demand (Mn),0
Apr-99,Chlorides,0
Apr-99,Chromium,1
Apr-99,Copper,1
Apr-99,Dissolved oxygen,0
Apr-99,Fecal coliforms,0
Apr-99,Iron,1
Apr-99,Lead,1
Apr-99,Magnesium,0
Apr-99,Manganese,1
Apr-99,Nitrates,0
Apr-99,Nitrites,0
Apr-99,Orthophosphate-phosphorus,1
Apr-99,Potassium,0
Apr-99,Sodium,0
Apr-99,Sulphates,0
Apr-99,Total coliforms,0
Apr-99,Total phosphorus,1
Apr-99,Water temperature,0
Apr-99,Zinc,1
Apr-99,gamma-Hexachlorocyclohexane,0
Apr-99,"p,p-DDT",0
May-99,Ammonium,1
May-99,Biochemical Oxygen,0
May-99,Cadmium,0
May-99,Calcium,0
May-99,Chemical Oxygen Demand (Cr),1
May-99,Chemical Oxygen Demand (Mn),0
May-99,Chlorides,0
May-99,Chromium,0
May-99,Copper,1
May-99,Dissolved oxygen,0
May-99,Fecal coliforms,0
May-99,Iron,1
May-99,Lead,1
May-99,Macrozoobenthos,0
May-99,Magnesium,0
May-99,Manganese,0
May-99,Nitrates,0
May-99,Nitrites,0
May-99,Orthophosphate-phosphorus,1
May-99,Potassium,0
May-99,Sodium,0
May-99,Sulphates,0
May-99,Total coliforms,0
May-99,Total phosphorus,1
May-99,Water temperature,0
May-99,Zinc,1
May-99,gamma-Hexachlorocyclohexane,0
Jun-99,Ammonium,0
Jun-99,Biochemical Oxygen,0
Jun-99,Cadmium,1
Jun-99,Calcium,0
Jun-99,Chemical Oxygen Demand (Mn),0
Jun-99,Chlorides,0
Jun-99,Chromium,1
Jun-99,Copper,1
Jun-99,Dissolved oxygen,0
Jun-99,Iron,1
Jun-99,Lead,1
Jun-99,Magnesium,0
Jun-99,Manganese,0
Jun-99,Nitrates,0
Jun-99,Nitrites,0
Jun-99,Orthophosphate-phosphorus,1
Jun-99,Potassium,0
Jun-99,Sodium,0
Jun-99,Sulphates,0
Jun-99,Total phosphorus,1
Jun-99,Water temperature,0
Jun-99,Zinc,0
Jul-99,Ammonium,1
Jul-99,Biochemical Oxygen,0
Jul-99,Cadmium,0
Jul-99,Calcium,1
Jul-99,Chemical Oxygen Demand (Cr),1
Jul-99,Chemical Oxygen Demand (Mn),0
Jul-99,Chlorides,0
Jul-99,Chromium,2
Jul-99,Copper,2
Jul-99,Dissolved oxygen,0
Jul-99,Iron,1
Jul-99,Lead,2
Jul-99,Macrozoobenthos,0
Jul-99,Magnesium,0
Jul-99,Manganese,1
Jul-99,Nickel,1
Jul-99,Nitrates,0
Jul-99,Nitrites,0
Jul-99,Orthophosphate-phosphorus,1
Jul-99,Potassium,0
Jul-99,Sodium,0
Jul-99,Sulphates,0
Jul-99,Total phosphorus,1
Jul-99,Water temperature,0
Jul-99,Zinc,2
Jul-99,gamma-Hexachlorocyclohexane,0
Jul-99,"p,p-DDT",0
Aug-99,Ammonium,1
Aug-99,Biochemical Oxygen,0
Aug-99,Cadmium,2
Aug-99,Calcium,0
Aug-99,Chemical Oxygen Demand (Cr),1
Aug-99,Chemical Oxygen Demand (Mn),0
Aug-99,Chlorides,0
Aug-99,Chromium,2
Aug-99,Copper,2
Aug-99,Dissolved oxygen,0
Aug-99,Iron,1
Aug-99,Lead,2
Aug-99,Magnesium,0
Aug-99,Manganese,2
Aug-99,Nickel,1
Aug-99,Nitrates,0
Aug-99,Nitrites,0
Aug-99,Orthophosphate-phosphorus,1
Aug-99,Potassium,0
Aug-99,Sodium,0
Aug-99,Sulphates,0
Aug-99,Total phosphorus,1
Aug-99,Water temperature,0
Aug-99,Zinc,1
Aug-99,gamma-Hexachlorocyclohexane,0
Aug-99,"p,p-DDT",0
Sep-99,Ammonium,1
Sep-99,Biochemical Oxygen,0
Sep-99,Cadmium,1
Sep-99,Calcium,0
Sep-99,Chemical Oxygen Demand (Cr),1
Sep-99,Chemical Oxygen Demand (Mn),0
Sep-99,Chlorides,0
Sep-99,Chromium,1
Sep-99,Copper,1
Sep-99,Dissolved oxygen,0
Sep-99,Iron,1
Sep-99,Lead,1
Sep-99,Macrozoobenthos,0
Sep-99,Magnesium,0
Sep-99,Manganese,1
Sep-99,Nitrates,0
Sep-99,Nitrites,0
Sep-99,Orthophosphate-phosphorus,1
Sep-99,Potassium,0
Sep-99,Sodium,0
Sep-99,Sulphates,0
Sep-99,Total phosphorus,1
Sep-99,Water temperature,0
Sep-99,Zinc,1
Sep-99,gamma-Hexachlorocyclohexane,0
Sep-99,"p,p-DDT",0
Oct-99,Ammonium,1
Oct-99,Biochemical Oxygen,0
Oct-99,Cadmium,1
Oct-99,Calcium,0
Oct-99,Chemical Oxygen Demand (Cr),1
Oct-99,Chemical Oxygen Demand (Mn),0
Oct-99,Chlorides,0
Oct-99,Chromium,1
Oct-99,Copper,1
Oct-99,Dissolved oxygen,0
Oct-99,Fecal coliforms,0
Oct-99,Fecal streptococci,0
Oct-99,Iron,1
Oct-99,Lead,1
Oct-99,Magnesium,0
Oct-99,Manganese,1
Oct-99,Nitrates,0
Oct-99,Nitrites,0
Oct-99,Orthophosphate-phosphorus,1
Oct-99,Potassium,0
Oct-99,Sodium,0
Oct-99,Sulphates,0
Oct-99,Total coliforms,0
Oct-99,Total phosphorus,1
Oct-99,Water temperature,0
Oct-99,Zinc,1
Oct-99,gamma-Hexachlorocyclohexane,0
Oct-99,"p,p-DDT",1
Nov-99,Ammonium,1
Nov-99,Biochemical Oxygen,0
Nov-99,Cadmium,1
Nov-99,Calcium,1
Nov-99,Chemical Oxygen Demand (Cr),1
Nov-99,Chemical Oxygen Demand (Mn),0
Nov-99,Chlorides,0
Nov-99,Chromium,1
Nov-99,Copper,1
Nov-99,Dissolved oxygen,0
Nov-99,Fecal coliforms,0
Nov-99,Fecal streptococci,0
Nov-99,Iron,1
Nov-99,Lead,1
Nov-99,Macrozoobenthos,0
Nov-99,Magnesium,0
Nov-99,Manganese,1
Nov-99,Nitrates,0
Nov-99,Nitrites,0
Nov-99,Orthophosphate-phosphorus,1
Nov-99,Potassium,0
Nov-99,Sodium,0
Nov-99,Sulphates,0
Nov-99,Total coliforms,0
Nov-99,Total phosphorus,1
Nov-99,Water temperature,0
Nov-99,Zinc,0
Nov-99,gamma-Hexachlorocyclohexane,0
Nov-99,"p,p-DDT",0
Dec-99,Ammonium,1
Dec-99,Biochemical Oxygen,0
Dec-99,Cadmium,1
Dec-99,Calcium,1
Dec-99,Chemical Oxygen Demand (Cr),1
Dec-99,Chemical Oxygen Demand (Mn),0
Dec-99,Chlorides,0
Dec-99,Chromium,0
Dec-99,Copper,1
Dec-99,Dissolved oxygen,0
Dec-99,Fecal coliforms,0
Dec-99,Fecal streptococci,0
Dec-99,Iron,1
Dec-99,Lead,1
Dec-99,Macrozoobenthos,0
Dec-99,Magnesium,0
Dec-99,Manganese,1
Dec-99,Nitrates,0
Dec-99,Nitrites,0
Dec-99,Orthophosphate-phosphorus,1
Dec-99,Potassium,0
Dec-99,Sodium,0
Dec-99,Sulphates,0
Dec-99,Total coliforms,0
Dec-99,Total phosphorus,1
Dec-99,Water temperature,0
Dec-99,Zinc,0
Dec-99,gamma-Hexachlorocyclohexane,0
Dec-99,"p,p-DDT",0
Jan-00,Ammonium,1
Jan-00,Anionic active surfactants,0
Jan-00,Bicarbonates,0
Jan-00,Biochemical Oxygen,0
Jan-00,Cadmium,1
Jan-00,Calcium,1
Jan-00,Chemical Oxygen Demand (Cr),1
Jan-00,Chemical Oxygen Demand (Mn),0
Jan-00,Chlorides,0
Jan-00,Chromium,1
Jan-00,Copper,1
Jan-00,Dissolved oxygen,0
Jan-00,Fecal coliforms,0
Jan-00,Fecal streptococci,0
Jan-00,Iron,1
Jan-00,Lead,1
Jan-00,Macrozoobenthos,0
Jan-00,Magnesium,0
Jan-00,Manganese,1
Jan-00,Nitrates,0
Jan-00,Nitrites,0
Jan-00,Orthophosphate-phosphorus,1
Jan-00,Potassium,0
Jan-00,Sodium,0
Jan-00,Sulphates,0
Jan-00,Total coliforms,0
Jan-00,Total phosphorus,1
Jan-00,Water temperature,0
Jan-00,Zinc,0
Jan-00,gamma-Hexachlorocyclohexane,0
Jan-00,"p,p-DDT",0
Feb-00,Ammonium,1
Feb-00,Anionic active surfactants,0
Feb-00,Bicarbonates,0
Feb-00,Biochemical Oxygen,0
Feb-00,Cadmium,1
Feb-00,Calcium,1
Feb-00,Chemical Oxygen Demand (Cr),1
Feb-00,Chemical Oxygen Demand (Mn),0
Feb-00,Chlorides,0
Feb-00,Chromium,1
Feb-00,Copper,1
Feb-00,Dissolved oxygen,0
Feb-00,Fecal coliforms,0
Feb-00,Fecal streptococci,0
Feb-00,Iron,1
Feb-00,Lead,1
Feb-00,Macrozoobenthos,0
Feb-00,Magnesium,0
Feb-00,Manganese,1
Feb-00,Nitrates,0
Feb-00,Nitrites,0
Feb-00,Orthophosphate-phosphorus,0
Feb-00,Potassium,0
Feb-00,Sodium,0
Feb-00,Sulphates,0
Feb-00,Total coliforms,0
Feb-00,Total phosphorus,0
Feb-00,Water temperature,0
Feb-00,Zinc,1
Feb-00,gamma-Hexachlorocyclohexane,0
Feb-00,"p,p-DDT",0
Mar-00,Ammonium,1
Mar-00,Anionic active surfactants,0
Mar-00,Atrazine,0
Mar-00,Bicarbonates,0
Mar-00,Biochemical Oxygen,0
Mar-00,Cadmium,0
Mar-00,Calcium,1
Mar-00,Chemical Oxygen Demand (Cr),1
Mar-00,Chemical Oxygen Demand (Mn),0
Mar-00,Chlorides,0
Mar-00,Chromium,1
Mar-00,Copper,1
Mar-00,Dissolved oxygen,0
Mar-00,Fecal coliforms,0
Mar-00,Fecal streptococci,0
Mar-00,Iron,1
Mar-00,Lead,1
Mar-00,Macrozoobenthos,0
Mar-00,Magnesium,0
Mar-00,Manganese,0
Mar-00,Nitrates,0
Mar-00,Nitrites,0
Mar-00,Orthophosphate-phosphorus,1
Mar-00,Potassium,0
Mar-00,Sodium,0
Mar-00,Sulphates,0
Mar-00,Total coliforms,0
Mar-00,Total phosphorus,1
Mar-00,Water temperature,0
Mar-00,Zinc,1
Mar-00,gamma-Hexachlorocyclohexane,0
Mar-00,"p,p-DDT",0
Apr-00,Ammonium,1
Apr-00,Anionic active surfactants,0
Apr-00,Atrazine,0
Apr-00,Bicarbonates,0
Apr-00,Biochemical Oxygen,0
Apr-00,Cadmium,1
Apr-00,Calcium,0
Apr-00,Chemical Oxygen Demand (Cr),1
Apr-00,Chemical Oxygen Demand (Mn),0
Apr-00,Chlorides,0
Apr-00,Chromium,0
Apr-00,Copper,0
Apr-00,Dissolved oxygen,0
Apr-00,Fecal coliforms,0
Apr-00,Iron,1
Apr-00,Lead,1
Apr-00,Macrozoobenthos,0
Apr-00,Magnesium,0
Apr-00,Manganese,0
Apr-00,Nitrates,0
Apr-00,Nitrites,0
Apr-00,Orthophosphate-phosphorus,1
Apr-00,Potassium,0
Apr-00,Sodium,0
Apr-00,Sulphates,0
Apr-00,Total coliforms,0
Apr-00,Total extractable matter,0
Apr-00,Total phosphorus,1
Apr-00,Water temperature,0
Apr-00,Zinc,0
Apr-00,gamma-Hexachlorocyclohexane,0
Apr-00,"p,p-DDT",0
May-00,Ammonium,1
May-00,Anionic active surfactants,0
May-00,Atrazine,0
May-00,Bicarbonates,0
May-00,Biochemical Oxygen,0
May-00,Cadmium,1
May-00,Calcium,0
May-00,Chemical Oxygen Demand (Cr),1
May-00,Chemical Oxygen Demand (Mn),0
May-00,Chlorides,0
May-00,Chromium,1
May-00,Copper,1
May-00,Dissolved oxygen,0
May-00,Fecal coliforms,0
May-00,Fecal streptococci,0
May-00,Iron,1
May-00,Lead,1
May-00,Macrozoobenthos,0
May-00,Magnesium,0
May-00,Manganese,1
May-00,Nitrates,0
May-00,Nitrites,0
May-00,Orthophosphate-phosphorus,1
May-00,Potassium,0
May-00,Sodium,0
May-00,Sulphates,0
May-00,Total coliforms,0
May-00,Total phosphorus,1
May-00,Water temperature,0
May-00,Zinc,1
May-00,gamma-Hexachlorocyclohexane,0
May-00,"p,p-DDT",0
Jun-00,Ammonium,0
Jun-00,Anionic active surfactants,0
Jun-00,Atrazine,0
Jun-00,Bicarbonates,0
Jun-00,Biochemical Oxygen,0
Jun-00,Cadmium,1
Jun-00,Calcium,0
Jun-00,Chemical Oxygen Demand (Cr),1
Jun-00,Chemical Oxygen Demand (Mn),0
Jun-00,Chlorides,0
Jun-00,Chromium,0
Jun-00,Copper,1
Jun-00,Dissolved oxygen,0
Jun-00,Iron,1
Jun-00,Lead,1
Jun-00,Macrozoobenthos,0
Jun-00,Magnesium,0
Jun-00,Manganese,1
Jun-00,Nitrates,0
Jun-00,Nitrites,0
Jun-00,Orthophosphate-phosphorus,1
Jun-00,Potassium,0
Jun-00,Sodium,0
Jun-00,Sulphates,0
Jun-00,Total extractable matter,0
Jun-00,Total phosphorus,1
Jun-00,Water temperature,0
Jun-00,Zinc,0
Jun-00,gamma-Hexachlorocyclohexane,0
Jun-00,"p,p-DDT",0
Jul-00,Ammonium,1
Jul-00,Anionic active surfactants,0
Jul-00,Bicarbonates,0
Jul-00,Biochemical Oxygen,0
Jul-00,Cadmium,0
Jul-00,Calcium,0
Jul-00,Chemical Oxygen Demand (Cr),1
Jul-00,Chemical Oxygen Demand (Mn),0
Jul-00,Chlorides,0
Jul-00,Chromium,0
Jul-00,Copper,2
Jul-00,Dissolved oxygen,0
Jul-00,Fecal coliforms,0
Jul-00,Iron,1
Jul-00,Lead,2
Jul-00,Macrozoobenthos,0
Jul-00,Magnesium,0
Jul-00,Manganese,2
Jul-00,Nitrates,0
Jul-00,Nitrites,0
Jul-00,Orthophosphate-phosphorus,0
Jul-00,Potassium,0
Jul-00,Sodium,0
Jul-00,Sulphates,0
Jul-00,Total coliforms,1
Jul-00,Total phosphorus,0
Jul-00,Water temperature,0
Jul-00,Zinc,1
Aug-00,Ammonium,1
Aug-00,Anionic active surfactants,0
Aug-00,Bicarbonates,0
Aug-00,Biochemical Oxygen,0
Aug-00,Cadmium,2
Aug-00,Calcium,0
Aug-00,Chemical Oxygen Demand (Cr),1
Aug-00,Chemical Oxygen Demand (Mn),0
Aug-00,Chlorides,0
Aug-00,Chromium,2
Aug-00,Copper,2
Aug-00,Dissolved oxygen,0
Aug-00,Iron,1
Aug-00,Lead,2
Aug-00,Macrozoobenthos,0
Aug-00,Magnesium,0
Aug-00,Manganese,1
Aug-00,Nitrates,0
Aug-00,Nitrites,0
Aug-00,Orthophosphate-phosphorus,1
Aug-00,Potassium,0
Aug-00,Sodium,0
Aug-00,Sulphates,0
Aug-00,Total coliforms,0
Aug-00,Total extractable matter,0
Aug-00,Total phosphorus,1
Aug-00,Water temperature,0
Aug-00,Zinc,1
Sep-00,Ammonium,1
Sep-00,Anionic active surfactants,0
Sep-00,Bicarbonates,0
Sep-00,Biochemical Oxygen,0
Sep-00,Cadmium,1
Sep-00,Calcium,0
Sep-00,Chemical Oxygen Demand (Cr),1
Sep-00,Chemical Oxygen Demand (Mn),0
Sep-00,Chlorides,0
Sep-00,Chromium,0
Sep-00,Copper,1
Sep-00,Dissolved oxygen,0
Sep-00,Fecal coliforms,0
Sep-00,Fecal streptococci,0
Sep-00,Iron,1
Sep-00,Lead,1
Sep-00,Macrozoobenthos,0
Sep-00,Magnesium,0
Sep-00,Manganese,1
Sep-00,Nitrates,0
Sep-00,Nitrites,0
Sep-00,Orthophosphate-phosphorus,0
Sep-00,Potassium,0
Sep-00,Sodium,0
Sep-00,Sulphates,0
Sep-00,Total coliforms,0
Sep-00,Total phosphorus,0
Sep-00,Water temperature,0
Sep-00,Zinc,0
Oct-00,Ammonium,1
Oct-00,Anionic active surfactants,0
Oct-00,Bicarbonates,0
Oct-00,Biochemical Oxygen,0
Oct-00,Cadmium,1
Oct-00,Calcium,0
Oct-00,Chemical Oxygen Demand (Cr),1
Oct-00,Chemical Oxygen Demand (Mn),0
Oct-00,Chlorides,0
Oct-00,Chromium,1
Oct-00,Copper,1
Oct-00,Dissolved oxygen,0
Oct-00,Fecal coliforms,0
Oct-00,Iron,1
Oct-00,Lead,1
Oct-00,Macrozoobenthos,0
Oct-00,Magnesium,0
Oct-00,Manganese,0
Oct-00,Nitrates,0
Oct-00,Nitrites,0
Oct-00,Orthophosphate-phosphorus,1
Oct-00,Potassium,0
Oct-00,Sodium,0
Oct-00,Sulphates,0
Oct-00,Total coliforms,0
Oct-00,Total extractable matter,0
Oct-00,Total phosphorus,1
Oct-00,Water temperature,0
Oct-00,Zinc,1
Nov-00,Ammonium,1
Nov-00,Anionic active surfactants,0
Nov-00,Bicarbonates,0
Nov-00,Biochemical Oxygen,0
Nov-00,Cadmium,1
Nov-00,Calcium,1
Nov-00,Chemical Oxygen Demand (Cr),1
Nov-00,Chemical Oxygen Demand (Mn),0
Nov-00,Chlorides,0
Nov-00,Chromium,1
Nov-00,Copper,1
Nov-00,Dissolved oxygen,0
Nov-00,Fecal coliforms,0
Nov-00,Iron,1
Nov-00,Lead,1
Nov-00,Macrozoobenthos,0
Nov-00,Magnesium,0
Nov-00,Manganese,1
Nov-00,Nitrates,0
Nov-00,Nitrites,0
Nov-00,Orthophosphate-phosphorus,0
Nov-00,Potassium,0
Nov-00,Sodium,0
Nov-00,Sulphates,0
Nov-00,Total coliforms,0
Nov-00,Total phosphorus,1
Nov-00,Water temperature,0
Nov-00,Zinc,1
Dec-00,Ammonium,1
Dec-00,Anionic active surfactants,0
Dec-00,Bicarbonates,0
Dec-00,Biochemical Oxygen,0
Dec-00,Cadmium,0
Dec-00,Calcium,1
Dec-00,Chemical Oxygen Demand (Cr),1
Dec-00,Chemical Oxygen Demand (Mn),0
Dec-00,Chlorides,0
Dec-00,Chromium,1
Dec-00,Copper,0
Dec-00,Dissolved oxygen,0
Dec-00,Fecal streptococci,0
Dec-00,Iron,1
Dec-00,Lead,1
Dec-00,Macrozoobenthos,0
Dec-00,Magnesium,0
Dec-00,Manganese,0
Dec-00,Nitrates,0
Dec-00,Nitrites,0
Dec-00,Orthophosphate-phosphorus,0
Dec-00,Potassium,0
Dec-00,Sodium,0
Dec-00,Sulphates,0
Dec-00,Total coliforms,0
Dec-00,Total phosphorus,1
Dec-00,Water temperature,0
Dec-00,Zinc,0
Jan-01,Ammonium,1
Jan-01,Anionic active surfactants,0
Jan-01,Bicarbonates,0
Jan-01,Biochemical Oxygen,0
Jan-01,Cadmium,1
Jan-01,Calcium,0
Jan-01,Chemical Oxygen Demand (Cr),0
Jan-01,Chemical Oxygen Demand (Mn),0
Jan-01,Chlorides,0
Jan-01,Chromium,1
Jan-01,Copper,1
Jan-01,Dissolved oxygen,0
Jan-01,Iron,0
Jan-01,Lead,1
Jan-01,Macrozoobenthos,0
Jan-01,Magnesium,0
Jan-01,Manganese,0
Jan-01,Nitrates,0
Jan-01,Nitrites,0
Jan-01,Orthophosphate-phosphorus,1
