Index,Chemical,Count
Jun-98,Nickel,7
Jun-98,Nitrates,0
Jun-98,Nitrites,0
Jun-98,Orthophosphate-phosphorus,10
Jun-98,Potassium,0
Jun-98,Sodium,1
Jun-98,Sulphates,0
Jun-98,Total coliforms,0
Jun-98,Total phosphorus,11
Jun-98,Water temperature,0
Jun-98,Zinc,3
Jun-98,gamma-Hexachlorocyclohexane,0
Jun-98,"p,p-DDT",0
Jul-98,AOX,0
Jul-98,Ammonium,6
Jul-98,Arsenic,0
Jul-98,Atrazine,0
Jul-98,Biochemical Oxygen,0
Jul-98,Cadmium,0
Jul-98,Calcium,0
Jul-98,Cesium,0
Jul-98,Chemical Oxygen Demand (Cr),0
Jul-98,Chemical Oxygen Demand (Mn),0
Jul-98,Chlorides,0
Jul-98,Chromium,3
Jul-98,Copper,0
Jul-98,Dissolved oxygen,0
Jul-98,Fecal coliforms,0
Jul-98,Iron,2
Jul-98,Lead,0
Jul-98,Macrozoobenthos,0
Jul-98,Magnesium,0
Jul-98,Manganese,0
Jul-98,Mercury,0
Jul-98,Nickel,0
Jul-98,Nitrates,0
Jul-98,Nitrites,0
Jul-98,Orthophosphate-phosphorus,8
Jul-98,Potassium,0
Jul-98,Sodium,0
Jul-98,Sulphates,0
Jul-98,Total coliforms,0
Jul-98,Total phosphorus,8
Jul-98,Water temperature,0
Jul-98,Zinc,0
Jul-98,"p,p-DDT",0
Aug-98,AOX,0
Aug-98,Ammonium,9
Aug-98,Arsenic,0
Aug-98,Atrazine,0
Aug-98,Biochemical Oxygen,1
Aug-98,Cadmium,4
Aug-98,Calcium,0
Aug-98,Cesium,0
Aug-98,Chemical Oxygen Demand (Cr),0
Aug-98,Chemical Oxygen Demand (Mn),0
Aug-98,Chlorides,0
Aug-98,Chromium,8
Aug-98,Copper,8
Aug-98,Dissolved oxygen,0
Aug-98,Fecal coliforms,0
Aug-98,Iron,9
Aug-98,Lead,14
Aug-98,Macrozoobenthos,0
Aug-98,Magnesium,0
Aug-98,Manganese,5
Aug-98,Mercury,0
Aug-98,Nickel,8
Aug-98,Nitrates,0
Aug-98,Nitrites,0
Aug-98,Orthophosphate-phosphorus,10
Aug-98,Potassium,0
Aug-98,Sodium,0
Aug-98,Sulphates,0
Aug-98,Total coliforms,0
Aug-98,Total phosphorus,11
Aug-98,Water temperature,0
Aug-98,Zinc,11
Sep-98,AOX,0
Sep-98,Ammonium,2
Sep-98,Arsenic,0
Sep-98,Atrazine,0
Sep-98,Biochemical Oxygen,0
Sep-98,Cadmium,0
Sep-98,Calcium,0
Sep-98,Cesium,0
Sep-98,Chemical Oxygen Demand (Cr),0
Sep-98,Chemical Oxygen Demand (Mn),0
Sep-98,Chlorides,0
Sep-98,Chromium,3
Sep-98,Copper,0
Sep-98,Dissolved oxygen,0
Sep-98,Fecal coliforms,0
Sep-98,Iron,2
Sep-98,Lead,0
Sep-98,Macrozoobenthos,0
Sep-98,Magnesium,0
Sep-98,Manganese,0
Sep-98,Mercury,0
Sep-98,Nickel,1
Sep-98,Nitrates,0
Sep-98,Nitrites,0
Sep-98,Orthophosphate-phosphorus,8
Sep-98,Potassium,0
Sep-98,Sodium,0
Sep-98,Sulphates,0
Sep-98,Total coliforms,0
Sep-98,Total phosphorus,8
Sep-98,Water temperature,0
Sep-98,Zinc,0
Oct-98,AOX,0
Oct-98,Ammonium,12
Oct-98,Arsenic,0
Oct-98,Atrazine,0
Oct-98,Biochemical Oxygen,0
Oct-98,Cadmium,0
Oct-98,Calcium,0
Oct-98,Cesium,1
Oct-98,Chemical Oxygen Demand (Cr),0
Oct-98,Chemical Oxygen Demand (Mn),0
Oct-98,Chlorides,0
Oct-98,Chromium,4
Oct-98,Copper,11
Oct-98,Dissolved oxygen,0
Oct-98,Fecal coliforms,0
Oct-98,Iron,3
Oct-98,Lead,13
Oct-98,Macrozoobenthos,0
Oct-98,Magnesium,0
Oct-98,Manganese,2
Oct-98,Mercury,0
Oct-98,Nickel,0
Oct-98,Nitrates,0
Oct-98,Nitrites,0
Oct-98,Orthophosphate-phosphorus,12
Oct-98,Potassium,0
Oct-98,Sodium,0
Oct-98,Sulphates,0
Oct-98,Total coliforms,0
Oct-98,Total phosphorus,14
Oct-98,Water temperature,0
Oct-98,Zinc,6
Nov-98,AOX,0
Nov-98,Ammonium,7
Nov-98,Arsenic,0
Nov-98,Atrazine,0
Nov-98,Biochemical Oxygen,0
Nov-98,Cadmium,1
Nov-98,Calcium,0
Nov-98,Cesium,0
Nov-98,Chemical Oxygen Demand (Cr),4
Nov-98,Chemical Oxygen Demand (Mn),1
Nov-98,Chlorides,0
Nov-98,Chromium,5
Nov-98,Copper,13
Nov-98,Dissolved oxygen,0
Nov-98,Fecal coliforms,0
Nov-98,Iron,4
Nov-98,Lead,12
Nov-98,Macrozoobenthos,0
Nov-98,Magnesium,0
Nov-98,Manganese,4
Nov-98,Mercury,0
Nov-98,Nickel,0
Nov-98,Nitrates,0
Nov-98,Nitrites,0
Nov-98,Orthophosphate-phosphorus,14
Nov-98,Potassium,0
Nov-98,Sodium,0
Nov-98,Sulphates,0
Nov-98,Total coliforms,0
Nov-98,Total phosphorus,14
Nov-98,Water temperature,0
Nov-98,Zinc,3
Dec-98,AOX,0
Dec-98,Ammonium,6
Dec-98,Arsenic,0
Dec-98,Atrazine,0
Dec-98,Biochemical Oxygen,0
Dec-98,Cadmium,2
Dec-98,Calcium,0
Dec-98,Cesium,0
Dec-98,Chemical Oxygen Demand (Cr),1
Dec-98,Chemical Oxygen Demand (Mn),0
Dec-98,Chlorides,0
Dec-98,Chromium,5
Dec-98,Copper,12
Dec-98,Dissolved oxygen,0
Dec-98,Fecal coliforms,0
Dec-98,Iron,3
Dec-98,Lead,12
Dec-98,Macrozoobenthos,0
Dec-98,Magnesium,0
Dec-98,Manganese,4
Dec-98,Mercury,0
Dec-98,Nickel,0
Dec-98,Nitrates,0
Dec-98,Nitrites,0
Dec-98,Orthophosphate-phosphorus,14
Dec-98,Potassium,0
Dec-98,Sodium,0
Dec-98,Sulphates,0
Dec-98,Total coliforms,0
Dec-98,Total phosphorus,13
Dec-98,Water temperature,0
Dec-98,Zinc,3
Jan-99,Ammonium,15
Jan-99,Anionic active surfactants,0
Jan-99,Bicarbonates,0
Jan-99,Biochemical Oxygen,0
Jan-99,Cadmium,7
Jan-99,Calcium,0
Jan-99,Chemical Oxygen Demand (Cr),3
Jan-99,Chemical Oxygen Demand (Mn),0
Jan-99,Chlorides,0
Jan-99,Chromium,11
Jan-99,Copper,13
Jan-99,Dissolved oxygen,0
Jan-99,Fecal coliforms,0
Jan-99,Fecal streptococci,0
Jan-99,Iron,13
Jan-99,Lead,13
Jan-99,Macrozoobenthos,0
Jan-99,Magnesium,0
Jan-99,Manganese,1
Jan-99,Nitrates,0
Jan-99,Nitrites,0
Jan-99,Orthophosphate-phosphorus,15
Jan-99,Potassium,0
Jan-99,Sodium,0
Jan-99,Sulphates,0
Jan-99,Total coliforms,0
Jan-99,Total extractable matter,0
Jan-99,Total phosphorus,15
Jan-99,Water temperature,0
Jan-99,Zinc,4
Jan-99,gamma-Hexachlorocyclohexane,0
Jan-99,"p,p-DDT",0
Feb-99,Ammonium,15
Feb-99,Anionic active surfactants,0
Feb-99,Bicarbonates,0
Feb-99,Biochemical Oxygen,0
Feb-99,Cadmium,8
Feb-99,Calcium,1
Feb-99,Chemical Oxygen Demand (Cr),8
Feb-99,Chemical Oxygen Demand (Mn),0
Feb-99,Chlorides,0
Feb-99,Chromium,15
Feb-99,Copper,15
Feb-99,Dissolved oxygen,0
Feb-99,Fecal coliforms,0
Feb-99,Fecal streptococci,0
Feb-99,Iron,15
Feb-99,Lead,12
Feb-99,Macrozoobenthos,0
Feb-99,Magnesium,0
Feb-99,Manganese,3
Feb-99,Nitrates,0
Feb-99,Nitrites,0
Feb-99,Orthophosphate-phosphorus,9
Feb-99,Potassium,0
Feb-99,Sodium,0
Feb-99,Sulphates,0
Feb-99,Total coliforms,0
Feb-99,Total extractable matter,0
Feb-99,Total phosphorus,12
Feb-99,Water temperature,0
Feb-99,Zinc,6
Feb-99,gamma-Hexachlorocyclohexane,0
Feb-99,"p,p-DDT",0
Mar-99,Ammonium,12
Mar-99,Anionic active surfactants,0
Mar-99,Bicarbonates,0
Mar-99,Biochemical Oxygen,0
Mar-99,Cadmium,5
Mar-99,Calcium,0
Mar-99,Chemical Oxygen Demand (Cr),13
Mar-99,Chemical Oxygen Demand (Mn),0
Mar-99,Chlorides,0
Mar-99,Chromium,0
Mar-99,Copper,15
Mar-99,Dissolved oxygen,0
Mar-99,Fecal coliforms,0
Mar-99,Fecal streptococci,0
Mar-99,Iron,15
Mar-99,Lead,15
Mar-99,Macrozoobenthos,0
Mar-99,Magnesium,0
Mar-99,Manganese,1
Mar-99,Nitrates,0
Mar-99,Nitrites,0
Mar-99,Orthophosphate-phosphorus,13
Mar-99,Potassium,0
Mar-99,Sodium,0
Mar-99,Sulphates,0
Mar-99,Total coliforms,0
Mar-99,Total extractable matter,0
Mar-99,Total phosphorus,14
Mar-99,Water temperature,0
Mar-99,Zinc,2
Mar-99,gamma-Hexachlorocyclohexane,0
Mar-99,"p,p-DDT",1
Apr-99,Ammonium,4
Apr-99,Biochemical Oxygen,0
Apr-99,Cadmium,1
Apr-99,Calcium,0
Apr-99,Chemical Oxygen Demand (Mn),0
Apr-99,Chlorides,0
Apr-99,Chromium,5
Apr-99,Copper,15
Apr-99,Dissolved oxygen,0
Apr-99,Fecal coliforms,0
Apr-99,Fecal streptococci,0
Apr-99,Iron,7
Apr-99,Lead,15
Apr-99,Macrozoobenthos,0
Apr-99,Magnesium,0
Apr-99,Manganese,3
Apr-99,Nitrates,0
Apr-99,Nitrites,0
Apr-99,Orthophosphate-phosphorus,15
Apr-99,Potassium,0
Apr-99,Sodium,1
Apr-99,Sulphates,0
Apr-99,Total coliforms,0
Apr-99,Total phosphorus,15
Apr-99,Water temperature,0
Apr-99,Zinc,6
Apr-99,gamma-Hexachlorocyclohexane,0
Apr-99,"p,p-DDT",0
May-99,Ammonium,13
May-99,Anionic active surfactants,0
May-99,Atrazine,0
May-99,Bicarbonates,0
May-99,Biochemical Oxygen,0
May-99,Cadmium,5
May-99,Calcium,0
May-99,Chemical Oxygen Demand (Cr),9
May-99,Chemical Oxygen Demand (Mn),0
May-99,Chlorides,0
May-99,Chromium,2
May-99,Copper,15
May-99,Dissolved oxygen,0
May-99,Fecal coliforms,0
May-99,Fecal streptococci,0
May-99,Iron,14
May-99,Lead,15
May-99,Macrozoobenthos,0
May-99,Magnesium,0
May-99,Manganese,0
May-99,Nitrates,0
May-99,Nitrites,0
May-99,Orthophosphate-phosphorus,14
May-99,Potassium,0
May-99,Sodium,0
May-99,Sulphates,0
May-99,Total coliforms,0
May-99,Total phosphorus,14
May-99,Water temperature,0
May-99,Zinc,13
May-99,gamma-Hexachlorocyclohexane,0
May-99,"p,p-DDT",0
Jun-99,Ammonium,2
Jun-99,Biochemical Oxygen,0
Jun-99,Cadmium,13
Jun-99,Calcium,0
Jun-99,Chemical Oxygen Demand (Mn),0
Jun-99,Chlorides,0
Jun-99,Chromium,2
Jun-99,Copper,14
Jun-99,Dissolved oxygen,0
Jun-99,Fecal coliforms,0
Jun-99,Iron,12
Jun-99,Lead,15
Jun-99,Macrozoobenthos,0
Jun-99,Magnesium,0
Jun-99,Manganese,3
Jun-99,Nitrates,0
Jun-99,Nitrites,0
Jun-99,Orthophosphate-phosphorus,15
Jun-99,Potassium,0
Jun-99,Sodium,0
Jun-99,Sulphates,0
Jun-99,Total coliforms,0
Jun-99,Total phosphorus,15
Jun-99,Water temperature,0
Jun-99,Zinc,1
Jun-99,gamma-Hexachlorocyclohexane,0
Jun-99,"p,p-DDT",0
Jul-99,Ammonium,13
Jul-99,Anionic active surfactants,0
Jul-99,Atrazine,0
Jul-99,Bicarbonates,0
Jul-99,Biochemical Oxygen,0
Jul-99,Cadmium,12
Jul-99,Calcium,1
Jul-99,Chemical Oxygen Demand (Cr),15
Jul-99,Chemical Oxygen Demand (Mn),0
Jul-99,Chlorides,0
Jul-99,Chromium,10
Jul-99,Copper,16
Jul-99,Dissolved oxygen,0
Jul-99,Fecal coliforms,0
Jul-99,Fecal streptococci,0
Jul-99,Iron,12
Jul-99,Lead,22
Jul-99,Macrozoobenthos,0
Jul-99,Magnesium,0
Jul-99,Manganese,6
Jul-99,Nickel,5
Jul-99,Nitrates,0
Jul-99,Nitrites,0
Jul-99,Orthophosphate-phosphorus,16
Jul-99,Potassium,0
Jul-99,Sodium,0
Jul-99,Sulphates,0
Jul-99,Total coliforms,0
Jul-99,Total phosphorus,16
Jul-99,Water temperature,0
Jul-99,Zinc,7
Jul-99,gamma-Hexachlorocyclohexane,0
Jul-99,"p,p-DDT",0
Aug-99,Ammonium,6
Aug-99,Biochemical Oxygen,0
Aug-99,Cadmium,13
Aug-99,Calcium,0
Aug-99,Chemical Oxygen Demand (Cr),9
Aug-99,Chemical Oxygen Demand (Mn),0
Aug-99,Chlorides,0
Aug-99,Chromium,8
Aug-99,Copper,17
Aug-99,Dissolved oxygen,0
Aug-99,Iron,11
Aug-99,Lead,20
Aug-99,Macrozoobenthos,0
Aug-99,Magnesium,0
Aug-99,Manganese,11
Aug-99,Nickel,6
Aug-99,Nitrates,0
Aug-99,Nitrites,0
Aug-99,Orthophosphate-phosphorus,14
Aug-99,Potassium,0
Aug-99,Sodium,0
Aug-99,Sulphates,0
Aug-99,Total phosphorus,14
Aug-99,Water temperature,0
Aug-99,Zinc,5
Aug-99,gamma-Hexachlorocyclohexane,0
Aug-99,"p,p-DDT",0
Sep-99,Ammonium,12
Sep-99,Biochemical Oxygen,0
Sep-99,Cadmium,7
Sep-99,Calcium,2
Sep-99,Chemical Oxygen Demand (Cr),12
Sep-99,Chemical Oxygen Demand (Mn),0
Sep-99,Chlorides,0
Sep-99,Chromium,5
Sep-99,Copper,12
Sep-99,Dissolved oxygen,0
Sep-99,Fecal coliforms,0
Sep-99,Fecal streptococci,0
Sep-99,Iron,12
Sep-99,Lead,14
Sep-99,Macrozoobenthos,0
Sep-99,Magnesium,0
Sep-99,Manganese,2
Sep-99,Nitrates,0
Sep-99,Nitrites,0
Sep-99,Orthophosphate-phosphorus,14
Sep-99,Potassium,0
Sep-99,Sodium,0
Sep-99,Sulphates,0
Sep-99,Total coliforms,0
Sep-99,Total phosphorus,14
Sep-99,Water temperature,0
Sep-99,Zinc,3
Sep-99,gamma-Hexachlorocyclohexane,0
Sep-99,"p,p-DDT",2
Oct-99,Ammonium,7
Oct-99,Biochemical Oxygen,0
Oct-99,Cadmium,12
Oct-99,Calcium,0
Oct-99,Chemical Oxygen Demand (Cr),8
Oct-99,Chemical Oxygen Demand (Mn),0
Oct-99,Chlorides,0
Oct-99,Chromium,12
Oct-99,Copper,12
Oct-99,Dissolved oxygen,0
Oct-99,Fecal coliforms,0
Oct-99,Fecal streptococci,0
Oct-99,Iron,13
Oct-99,Lead,14
Oct-99,Macrozoobenthos,0
Oct-99,Magnesium,0
Oct-99,Manganese,4
Oct-99,Nitrates,0
Oct-99,Nitrites,0
Oct-99,Orthophosphate-phosphorus,13
Oct-99,Potassium,0
Oct-99,Sodium,0
Oct-99,Sulphates,0
Oct-99,Total coliforms,0
Oct-99,Total phosphorus,14
Oct-99,Water temperature,0
Oct-99,Zinc,2
Oct-99,gamma-Hexachlorocyclohexane,0
Oct-99,"p,p-DDT",2
Nov-99,Ammonium,12
Nov-99,Biochemical Oxygen,0
Nov-99,Cadmium,13
Nov-99,Calcium,2
Nov-99,Chemical Oxygen Demand (Cr),12
Nov-99,Chemical Oxygen Demand (Mn),0
Nov-99,Chlorides,0
Nov-99,Chromium,5
Nov-99,Copper,14
Nov-99,Dissolved oxygen,0
Nov-99,Fecal coliforms,0
Nov-99,Fecal streptococci,0
Nov-99,Iron,13
Nov-99,Lead,14
Nov-99,Macrozoobenthos,0
Nov-99,Magnesium,0
Nov-99,Manganese,2
Nov-99,Nitrates,0
Nov-99,Nitrites,0
Nov-99,Orthophosphate-phosphorus,14
Nov-99,Potassium,0
Nov-99,Sodium,0
Nov-99,Sulphates,0
Nov-99,Total coliforms,0
Nov-99,Total phosphorus,14
Nov-99,Water temperature,0
Nov-99,Zinc,3
Nov-99,gamma-Hexachlorocyclohexane,0
Nov-99,"p,p-DDT",4
Dec-99,Ammonium,13
Dec-99,Biochemical Oxygen,0
Dec-99,Cadmium,13
Dec-99,Calcium,2
Dec-99,Chemical Oxygen Demand (Cr),12
Dec-99,Chemical Oxygen Demand (Mn),1
Dec-99,Chlorides,0
Dec-99,Chromium,3
Dec-99,Copper,14
Dec-99,Dissolved oxygen,0
Dec-99,Fecal coliforms,0
Dec-99,Fecal streptococci,0
Dec-99,Iron,13
Dec-99,Lead,14
Dec-99,Macrozoobenthos,0
Dec-99,Magnesium,0
Dec-99,Manganese,6
Dec-99,Nitrates,0
Dec-99,Nitrites,0
Dec-99,Orthophosphate-phosphorus,12
Dec-99,Potassium,0
Dec-99,Sodium,1
Dec-99,Sulphates,0
Dec-99,Total coliforms,0
Dec-99,Total phosphorus,14
Dec-99,Water temperature,0
Dec-99,Zinc,2
Dec-99,gamma-Hexachlorocyclohexane,0
Dec-99,"p,p-DDT",3
Jan-00,Ammonium,14
Jan-00,Anionic active surfactants,0
Jan-00,Atrazine,0
Jan-00,Bicarbonates,1
Jan-00,Biochemical Oxygen,0
Jan-00,Cadmium,3
Jan-00,Calcium,2
Jan-00,Chemical Oxygen Demand (Cr),10
Jan-00,Chemical Oxygen Demand (Mn),0
Jan-00,Chlorides,0
Jan-00,Chromium,14
Jan-00,Copper,14
Jan-00,Dissolved oxygen,0
Jan-00,Fecal coliforms,0
Jan-00,Fecal streptococci,0
Jan-00,Iron,11
Jan-00,Lead,14
Jan-00,Macrozoobenthos,0
Jan-00,Magnesium,0
Jan-00,Manganese,2
Jan-00,Nitrates,0
Jan-00,Nitrites,0
Jan-00,Orthophosphate-phosphorus,7
Jan-00,Potassium,0
Jan-00,Sodium,1
Jan-00,Sulphates,0
Jan-00,Total coliforms,0
Jan-00,Total phosphorus,12
Jan-00,Water temperature,0
Jan-00,Zinc,5
Jan-00,gamma-Hexachlorocyclohexane,0
Jan-00,"p,p-DDT",1
Feb-00,Ammonium,14
Feb-00,Anionic active surfactants,0
Feb-00,Atrazine,0
Feb-00,Bicarbonates,0
Feb-00,Biochemical Oxygen,0
Feb-00,Cadmium,10
Feb-00,Calcium,2
Feb-00,Chemical Oxygen Demand (Cr),11
Feb-00,Chemical Oxygen Demand (Mn),0
Feb-00,Chlorides,0
Feb-00,Chromium,14
Feb-00,Copper,15
Feb-00,Dissolved oxygen,0
Feb-00,Fecal coliforms,0
Feb-00,Fecal streptococci,0
Feb-00,Iron,15
Feb-00,Lead,15
Feb-00,Macrozoobenthos,0
Feb-00,Magnesium,0
Feb-00,Manganese,12
Feb-00,Nitrates,0
Feb-00,Nitrites,0
Feb-00,Orthophosphate-phosphorus,13
Feb-00,Potassium,0
Feb-00,Sodium,1
Feb-00,Sulphates,0
Feb-00,Total coliforms,0
Feb-00,Total phosphorus,13
Feb-00,Water temperature,0
Feb-00,Zinc,9
Feb-00,gamma-Hexachlorocyclohexane,0
Feb-00,"p,p-DDT",0
Mar-00,Ammonium,15
Mar-00,Anionic active surfactants,0
Mar-00,Atrazine,0
Mar-00,Bicarbonates,0
Mar-00,Biochemical Oxygen,0
Mar-00,Cadmium,5
Mar-00,Calcium,3
Mar-00,Chemical Oxygen Demand (Cr),12
Mar-00,Chemical Oxygen Demand (Mn),0
Mar-00,Chlorides,0
Mar-00,Chromium,15
Mar-00,Copper,15
Mar-00,Dissolved oxygen,0
Mar-00,Fecal coliforms,0
Mar-00,Fecal streptococci,0
Mar-00,Iron,15
Mar-00,Lead,15
Mar-00,Macrozoobenthos,0
Mar-00,Magnesium,0
Mar-00,Manganese,1
Mar-00,Nitrates,0
Mar-00,Nitrites,0
Mar-00,Orthophosphate-phosphorus,6
Mar-00,Potassium,0
Mar-00,Sodium,0
Mar-00,Sulphates,0
Mar-00,Total coliforms,0
Mar-00,Total phosphorus,12
Mar-00,Water temperature,0
Mar-00,Zinc,5
Mar-00,gamma-Hexachlorocyclohexane,0
Mar-00,"p,p-DDT",0
Apr-00,Ammonium,6
Apr-00,Anionic active surfactants,0
Apr-00,Atrazine,0
Apr-00,Bicarbonates,0
Apr-00,Biochemical Oxygen,0
Apr-00,Cadmium,14
Apr-00,Calcium,0
Apr-00,Chemical Oxygen Demand (Cr),1
Apr-00,Chemical Oxygen Demand (Mn),0
Apr-00,Chlorides,0
Apr-00,Chromium,0
Apr-00,Copper,0
Apr-00,Dissolved oxygen,0
Apr-00,Fecal coliforms,0
Apr-00,Fecal streptococci,0
Apr-00,Iron,15
Apr-00,Lead,15
Apr-00,Macrozoobenthos,0
Apr-00,Magnesium,0
Apr-00,Manganese,1
Apr-00,Nitrates,0
Apr-00,Nitrites,0
Apr-00,Orthophosphate-phosphorus,15
Apr-00,Potassium,0
Apr-00,Sodium,0
Apr-00,Sulphates,0
Apr-00,Total coliforms,0
Apr-00,Total extractable matter,0
Apr-00,Total phosphorus,15
Apr-00,Water temperature,0
Apr-00,Zinc,5
Apr-00,gamma-Hexachlorocyclohexane,0
Apr-00,"p,p-DDT",0
May-00,Ammonium,15
May-00,Anionic active surfactants,0
May-00,Atrazine,0
May-00,Bicarbonates,0
May-00,Biochemical Oxygen,0
May-00,Cadmium,15
May-00,Calcium,1
May-00,Chemical Oxygen Demand (Cr),12
May-00,Chemical Oxygen Demand (Mn),0
May-00,Chlorides,0
May-00,Chromium,14
May-00,Copper,15
May-00,Dissolved oxygen,0
May-00,Fecal coliforms,0
May-00,Fecal streptococci,0
May-00,Iron,11
May-00,Lead,15
May-00,Macrozoobenthos,0
May-00,Magnesium,0
May-00,Manganese,4
May-00,Nitrates,0
May-00,Nitrites,0
May-00,Orthophosphate-phosphorus,15
May-00,Potassium,0
May-00,Sodium,0
May-00,Sulphates,0
May-00,Total coliforms,0
May-00,Total phosphorus,15
May-00,Water temperature,0
May-00,Zinc,1
May-00,gamma-Hexachlorocyclohexane,0
May-00,"p,p-DDT",0
Jun-00,Ammonium,3
Jun-00,Anionic active surfactants,0
Jun-00,Atrazine,0
Jun-00,Bicarbonates,0
